0	1	1	1	1
0.1	0.951229	0.95	0.952381	0.95119
0.2	0.904837	0.9025	0.907029	0.904763
0.3	0.860708	0.857375	0.863838	0.860602
0.4	0.818731	0.814506	0.822702	0.818597
0.5	0.778801	0.773781	0.783526	0.778641
0.6	0.740818	0.735092	0.746215	0.740636
0.7	0.704688	0.698337	0.710681	0.704486
0.8	0.67032	0.66342	0.676839	0.670101
0.9	0.637628	0.630249	0.644609	0.637393
1	0.606531	0.598737	0.613913	0.606282
1.1	0.57695	0.5688	0.584679	0.57669
1.2	0.548812	0.54036	0.556837	0.548542
1.3	0.522046	0.513342	0.530321	0.521768
1.4	0.496585	0.487675	0.505068	0.496301
1.5	0.472367	0.463291	0.481017	0.472077
1.6	0.449329	0.440127	0.458112	0.449035
1.7	0.427415	0.41812	0.436297	0.427118
1.8	0.40657	0.397214	0.415521	0.40627
1.9	0.386741	0.377354	0.395734	0.38644
2	0.367879	0.358486	0.376889	0.367578
2.1	0.349938	0.340562	0.358942	0.349637
2.2	0.332871	0.323534	0.34185	0.332571
2.3	0.316637	0.307357	0.325571	0.316339
2.4	0.301194	0.291989	0.310068	0.300898
2.5	0.286505	0.27739	0.295303	0.286212
2.6	0.272532	0.26352	0.281241	0.272242
2.7	0.25924	0.250344	0.267848	0.258954
2.8	0.246597	0.237827	0.255094	0.246314
2.9	0.23457	0.225936	0.242946	0.234292
3	0.22313	0.214639	0.231377	0.222856
3.1	0.212248	0.203907	0.220359	0.211979
3.2	0.201897	0.193711	0.209866	0.201632
3.3	0.19205	0.184026	0.199873	0.191791
3.4	0.182684	0.174825	0.190355	0.182429
3.5	0.173774	0.166083	0.18129	0.173525
3.6	0.165299	0.157779	0.172657	0.165055
3.7	0.157237	0.14989	0.164436	0.156999
3.8	0.149569	0.142396	0.156605	0.149336
3.9	0.142274	0.135276	0.149148	0.142047
4	0.135335	0.128512	0.142046	0.135114
4.1	0.128735	0.122087	0.135282	0.128519
4.2	0.122456	0.115982	0.12884	0.122246
4.3	0.116484	0.110183	0.122704	0.116279
4.4	0.110803	0.104674	0.116861	0.110604
4.5	0.105399	0.0994403	0.111297	0.105205
4.6	0.100259	0.0944682	0.105997	0.10007
4.7	0.0953692	0.0897448	0.100949	0.0951858
4.8	0.090718	0.0852576	0.0961421	0.0905398
4.9	0.0862936	0.0809947	0.0915639	0.0861206
5	0.082085	0.076945	0.0872037	0.0819171
5.1	0.0780817	0.0730977	0.0830512	0.0779188
5.2	0.0742736	0.0694428	0.0790964	0.0741156
5.3	0.0706512	0.0659707	0.0753299	0.0704981
5.4	0.0672055	0.0626722	0.0717427	0.0670571
5.5	0.0639279	0.0595386	0.0683264	0.0637841
5.6	0.0608101	0.0565616	0.0650728	0.0606708
5.7	0.0578443	0.0537335	0.0619741	0.0577095
5.8	0.0550232	0.0510469	0.0590229	0.0548927
5.9	0.0523397	0.0484945	0.0562123	0.0522134
6	0.0497871	0.0460698	0.0535355	0.0496649
6.1	0.0473589	0.0437663	0.0509862	0.0472408
6.2	0.0450492	0.041578	0.0485583	0.044935
6.3	0.0428521	0.0394991	0.046246	0.0427417
6.4	0.0407622	0.0375241	0.0440438	0.0406555
6.5	0.0387742	0.0356479	0.0419465	0.0386711
6.6	0.0368832	0.0338655	0.039949	0.0367836
6.7	0.0350844	0.0321723	0.0380467	0.0349882
6.8	0.0333733	0.0305636	0.0362349	0.0332805
6.9	0.0317456	0.0290355	0.0345095	0.0316561
7	0.0301974	0.0275837	0.0328662	0.030111
7.1	0.0287246	0.0262045	0.0313011	0.0286413
7.2	0.0273237	0.0248943	0.0298106	0.0272433
7.3	0.0259911	0.0236496	0.028391	0.0259136
7.4	0.0247235	0.0224671	0.0270391	0.0246487
7.5	0.0235177	0.0213437	0.0257515	0.0234456
7.6	0.0223708	0.0202765	0.0245252	0.0223013
7.7	0.0212797	0.0192627	0.0233574	0.0212128
7.8	0.0202419	0.0182996	0.0222451	0.0201774
7.9	0.0192547	0.0173846	0.0211858	0.0191925
8	0.0183156	0.0165154	0.020177	0.0182557
8.1	0.0174224	0.0156896	0.0192162	0.0173647
8.2	0.0165727	0.0149051	0.0183011	0.0165171
8.3	0.0157644	0.0141599	0.0174296	0.0157109
8.4	0.0149956	0.0134519	0.0165996	0.0149441
8.5	0.0142642	0.0127793	0.0158092	0.0142147
8.6	0.0135686	0.0121403	0.0150564	0.0135209
8.7	0.0129068	0.0115333	0.0143394	0.0128609
8.8	0.0122773	0.0109566	0.0136566	0.0122332
8.9	0.0116786	0.0104088	0.0130063	0.0116361
9	0.011109	0.00988836	0.0123869	0.0110681
9.1	0.0105672	0.00939395	0.0117971	0.0105279
9.2	0.0100518	0.00892425	0.0112353	0.010014
9.3	0.0095616	0.00847804	0.0107003	0.00952526
9.4	0.00909528	0.00805413	0.0101907	0.00906034
9.5	0.0086517	0.00765143	0.00970547	0.00861811
9.6	0.00822975	0.00726886	0.00924331	0.00819746
9.7	0.00782838	0.00690541	0.00880315	0.00779735
9.8	0.00744658	0.00656014	0.00838395	0.00741676
9.9	0.00708341	0.00623214	0.00798471	0.00705475
